Related Ids	Улица	Дом	Корпус	Строение	Год постройки	Этажность	Тип дома	Назначение	Высота этажа	Общая площадь	Лифт
1466853, 1379771, 1057590, 1220746, 1379813, 1240397, 1057412, 1171648, 1220747, 1171649, 1240396, 1380421, 1060197	улица Новопоселковая	6	7								
1240671, 1171677, 1221051, 10798, 35084, 1375697, 1240037, 1057320, 1057544, 34778, 1057306, 6335, 52706, 59500, 7047, 49977	улица Расплетина	24									
15960, 79784, 58534, 1240285, 1171481, 18794, 955943, 1375507, 1448630, 1055953, 23224, 1057260, 58705, 2097, 1375585, 58533, 76160, 42891, 58532, 1220551, 1375583, 1375584, 1056713, 1056707, 34073	бульвар Звездный	19									
58239, 1058131, 63722, 23966, 58459, 62112, 7719, 1057081, 26396, 38635, 38922, 33910, 1240639, 46893, 27223, 79839, 64131, 1056954, 1379715, 913699, 2927, 12550, 5142	улица Шарикоподшипниковская	22									
1056653, 914504, 1056627, 81229, 40623, 80456, 74137, 53038, 1055724, 36289, 36290, 80233, 57233, 31268, 43563, 14852, 38928, 16299, 68822, 71673, 43570, 40586, 39694, 51779, 51853, 70046, 1466648	улица Болотниковская	11	1								
22339, 80603, 1239354, 1055748, 35886, 35885, 71935, 73240, 29544, 35890, 70898, 30350	улица Генерала Дорохова	6									
1171365, 1449483, 1171364, 1171563, 1171741, 1170829, 1448607, 1171562, 1171565, 1466986, 1466827, 1170830, 1171564	набережная Курьяновская	6		1							
1058074, 73940, 26497, 1449489, 82467, 1239643, 1226281, 913716, 1055690, 1066512, 1240191, 28667, 35999, 2934, 28003, 1448612, 81368, 15971, 16066	улица Полярная	39		1							
72358, 49615, 12406, 28682, 62858, 1239765, 955887, 30575, 52438, 1056173, 47310, 64695, 1067809, 43168, 70945, 70378, 1055736	улица Перовская	31									
1765, 65750, 78181, 1095, 2198, 78182, 9360, 80784, 65749, 25771, 80773, 81316, 913769, 1055630, 1240665, 19941, 22399, 1055629, 1466632, 31778, 31336, 80783, 31780, 1240664, 1057924, 81243, 31335, 6082, 26131	проезд Нагорный	10									
12808, 39797, 70090, 1057337, 70089, 70085, 69996, 69999, 69998, 62484, 70094, 62492, 39804, 13321, 68495, 64269, 25024, 49970, 50257, 11071	проезд Бумажный	14		1							
17578, 38458, 61276, 80872, 50214, 1170848, 51676, 45089, 29142, 52838, 58126, 1055702, 16409, 12862, 622, 34761, 19549, 8900	проезд Локомотивный	21		5							
70447, 23402, 49587, 12175, 61722, 45456, 27638, 7077, 41427, 913520, 84436, 1056945, 61679, 18452, 59415, 60246, 60904, 1221652, 13425, 15020, 41039, 51889, 20586, 57037, 1239458, 1240785, 33842, 29013, 50675, 1221129, 51888, 42693, 74330, 49522, 47964, 71871, 41318, 1379904, 1379948, 80659, 26569, 30382, 80596, 21693, 33436, 63692, 12730, 20520, 1239841, 1057598, 22049, 1055585, 1056640, 17209, 1060113, 1171817, 32414, 1240380, 1057737, 1380277, 1380292, 1058087, 1240670, 1448521, 1448523, 1171921, 65129, 1242981, 1172676, 1172678, 79800, 79319, 1172758, 68583, 38307, 1059406, 1467078, 1379557, 1379687, 49658, 9901, 16275, 63025, 23722, 28124, 5190, 25355, 4335, 5771, 9951, 4404, 19723, 22314, 2964, 1449434, 1449436, 28301, 17610, 1448522, 1172447, 10694, 26351, 1380011, 22678, 1380222, 1380323, 1240669, 1240786, 43551, 1241042, 51067, 1057135, 10853, 43981, 54557, 45919, 46887, 47420, 1466957, 61015, 30851, 31512, 33041, 13216, 43708, 77795, 52608, 41311, 1467237, 52919, 35309, 21009, 1056841, 1056717, 1059670, 4639, 1058817, 1466879, 1059288, 1060761, 62172, 1467488, 62175, 18924, 20068, 1242982, 914427, 1449435, 1241045	проспект Ленинградский	37	3								
1057688, 4336, 61481, 22495, 6373, 13749, 1220716, 15576, 77713, 34945, 1056040, 22491, 22496, 1056044, 32314, 1056591, 81310, 61480, 25911, 6716	шоссе Каширское	13б									
53203, 1245187, 69513, 40591, 61392, 21902, 69515, 1055715, 1375732, 1058201, 37917, 9916, 56193, 1379699, 6401, 1057018, 39075, 1055910, 1220585, 83770	проспект Мира	101в		1							
1380287, 1059172, 18375, 42667, 913720, 49046, 32929, 6825, 82036, 1056967, 79975, 18711, 1221756, 1239509, 1061400, 1057390, 62999, 36390, 23543, 1884, 1059388, 16222, 1056936, 1058772	набережная Бережковская	20		64							
59348, 53363, 1065618, 40452, 33222, 20243, 1055466, 1055501, 1055607, 31769, 1170998, 72773, 59673, 35878, 36052, 73604, 76647, 58436, 72767, 78423, 33164, 54644, 1056056, 1057588	улица 1-я Мытищинская	3		1							
61218, 38276, 81323, 1239406, 1240660, 6470, 61219, 71373, 70182, 31805, 46901, 68910, 53845, 1057495, 1171465, 1058619, 1171673, 1221197, 1240651, 1057414, 31806, 11995, 7879, 16156, 31207, 31204, 31807, 1056065, 1391725, 50961, 65358, 25535, 12327, 1220764, 1380055, 61312, 1057496, 1223251, 1466925, 32725, 72337, 13237, 68909, 37219, 32418, 1379752, 1379757, 57048, 14651	улица Озерная	46	2								
1220821, 1062211, 79987, 39334, 45875, 53678, 10298, 47950, 84259, 18388, 62319, 19951, 1060093, 39779, 1059491, 1239233, 1058595, 70993, 1059967, 1060145, 1838, 23818, 13062, 49403, 54483, 39335, 45781, 1059272, 45288, 12915, 15581, 63397, 1059707, 7097	набережная Бережковская	20		6							
1056670, 21355, 41176, 73153, 56978, 6921, 43595, 76748, 80549, 1056180, 80957, 80243, 76747, 21569, 76744, 76251, 1226146, 71951, 41160, 76743, 41115, 19828, 1055694, 914396, 1055590, 1056659, 1055747, 1449911, 1057434, 1057435, 41164, 1059056, 40744, 1171184, 76749, 71870, 71876, 73152, 76745, 73162, 3960, 1449910, 20152, 71880, 76746, 1056667, 1057321, 1057007, 1379726, 1056200, 5448	улица Котляковская	6									
17734, 24949, 68080, 42666, 1375270, 34834	улица 2-я Энтузиастов	5	41								
37394, 84005, 71659, 53045, 1055834	проезд Егорьевский	2									
59516, 42181, 17265	улица Осташковская	14		14							
58788, 80141	шоссе Алтуфьевское	35а									
53904	проспект Мира	12		2							
39879	набережная Москворецкая	2а									
25416	переулок Спасопесковский	6		1							
28728, 61491	переулок Гранатный	1а									
24722	улица Маросейка	6-8		4							
46206, 39289	улица Верхняя Радищевская	18		2							
25181	улица Зубовский б	27		3							
32908	улица Никитский б	11/12		3							
11251	улица Страстной б	6		1							
33978	проезд Лубянский	15/2		2							
35505	переулок Басманный	4									
47527	площадь Комсомольская	3/30									
22733	улица Суворовская	8		3							
49233	улица Воронцовская	2/10		1							
51424	улица Большая Лубянка	30									
26152	переулок Старомонетный	3									
5530	переулок Малый Кисловский	4		2							
26475	переулок Пятницкий	8		1							
28796	улица Садовническая	46		1							
34600	переулок Большой Дровяной	12		3							
1056764, 1533	улица Тверская	22а		3							
6177	переулок Большой Староданиловский	2		9							
24813	переулок Мажоров	14		1							
4063, 1062119	улица Большая Никитская	22/2									
16081	улица Петровка	26		4							
45188	улица Смоленский б	24		1							
29301	улица Неглинная	29/14									
862	улица Пятницкая	5									
17296	переулок Серебрянический	3		1							
27048	набережная Болотная	3		4							
47023	улица Дубининская	55									
81339, 50275	улица Дербеневская	20		9							
28111	переулок Петровский	5		8							
74899, 49784, 54750	переулок Известковый	7		1							
45651	проспект Ленинградский	15		10							
50943	улица Бауманская	50/12		1							
50744	улица Тверская	вл23/12		1							
50958	переулок Переведеновский	18		6							
20042	шоссе Варшавское	5	1								
26681	переулок Армянский	11		2							
43446	улица Мясницкая	12		1							
2678, 5472	переулок Большой Черкасский	13/14		4а-в							
17913	переулок Гранатный	2		2							
6248	набережная Саввинская	5									
24293	переулок Живарев	2/4		1							
27030, 44607	переулок Большой Сухаревский	1									
3700	улица Заморенова	9		1							
4219	улица Покровский б	8		1							
16999	улица Покровский б	8		2							
23490	улица Новослободская	36/1									
25968	улица Пятницкая	62		7							
33182	улица Арбат	29									
35276	переулок Озерковский	7		1							
46492	улица Казакова	3		4							
54314	улица Казакова	3		2							
23565	улица Сущевский Вал	33									
36795	улица Сретенский б	6/1		1							
1348	переулок Ермолаевский	27									
2625	проспект Мира	76		2							
21285	улица Неглинная	29		2							
29132	улица Красина	27		2							
58002, 45632	улица Грузинский Вал	10									
46553	улица Долгоруковская	33		8							
2289	переулок Трубниковский	24		1							
4702	улица Новорязанская	18		6							
5045	улица Пятницкая	10		1							
28324	улица Большая Якиманка	35		1							
28723	улица Новослободская	5		2							
941	улица Новый Арбат	12									
45746	улица Садовническая	8									
24297	улица Садовая-Кудринская	8									
6263	переулок Вспольный	5		1							
42583	улица Октябрьская	6									
50337	проспект Комсомольский	7									
4952	переулок Лебяжий	8/4		3							
45401, 69110	улица Большая Дмитровка	25									
3223	переулок Милютинский	10		4							
3329	улица Гиляровского	60		2							
16797	переулок Большой Сухаревский	13		2							
25958	переулок Фурманный	7									
36775	переулок Большой Козловский	12									
1222946, 36662, 1242710, 1222969, 1174455, 1468238	переулок Архангельский	7									
15760, 9201	улица Старая Басманная	7									
24816	набережная Лужнецкая	2/4		19							
42122	переулок Селиверстов	1а									
3367	улица Большая Пионерская	13/6а		1							
28248	улица Новослободская	71									
28685	улица Тверской б	6									
41846	улица Зубовский б	13		1							
45045	переулок Спартаковский	26		2							
1376081, 1467533, 1059693, 1059042, 5118	переулок Даев	31		2							
1451230, 1218	улица Большая Садовая	6									
47068, 1059615	улица Новая Басманная	31		3							
25635	улица Чаянова	6/42									
1059061, 49833	переулок Шубинский	2/3									
50159	переулок Товарищеский	31		1							
3735	улица Новолесная	4									
3783	улица Спартаковская	11									
4000	переулок Милютинский	5									
4484	улица Остоженка	9/14									
4669	улица Александра Солженицына	38									
14787	тупик Каланчевский	3-5		2							
17924	улица Вятская	27		4							
18250	улица Новая Басманная	12		4							
22835	улица Большая Дмитровка	11									
23469	улица Старая Басманная	20		1							
24009	переулок Газетный	9		5							
24943	улица Страстной б	4/3		5							
25796	проспект Ленинградский	23									
25969	переулок 1-й Вышеславцев	6									
26981	улица Пятницкая	6/1		9							
27127	улица Большая Полянка	11/14		1							
27152	улица Фридриха Энгельса	21									
27602	улица Петровский б	3		2							
27634	улица Цветной б	19		4							
28105	улица Мясницкая	46		1							
28144	улица Никольская	4/5									
28792	переулок Большой Каретный	22		4							
29318	переулок Колпачный	4		4							
34294	улица Таманская	2		1							
42825	переулок 1-й Смоленский	5		1							
44501	улица 2-я Бауманская	5		1							
48461	улица Пушечная	7/5		2							
54728	переулок Большой Сергиевский	15									
54734	улица Золоторожский Вал	34		2							
10239, 18135	набережная Дербеневская	7		8							
1057250, 27195	переулок Сивцев Вражек	36/18									
1171415, 1057192, 28740, 1483811	переулок Проточный	14/1		1							
1239561, 1451071, 2970	улица Тимура Фрунзе	8/5									
26858, 19679	улица Льва Толстого	2/22		6							
39558, 51429	переулок Газетный	9		2							
39590, 25713, 41124, 82435	переулок Нижний Кисельный	5/23		1							
43626, 19318, 50914	улица Верхняя Радищевская	12/19		1							
5729, 1067923, 1222002, 1243260	улица Макаренко	5		1а							
61038, 52353, 47025, 47270, 1108	переулок Олсуфьевский	8		3							
26745	улица Воронцовская	18/20									
27273	улица Просторная	7									
48293	площадь Рогожская Застава	2/1		2							
27692	переулок Певческий	1/2		1							
27850	улица Студенческая	42	1								
51982	улица Климашкина	24									
23455, 19368	улица Большая Никитская	12		1							
2267	улица Покровский б	14/5									
5763	переулок Колодезный	14									
15834	переулок 2-й Петра Алексеева	2									
29439	переулок 4-й Сыромятнический	3/5		4							
30622	улица Казакова	7		2							
50454, 1064834	переулок 4-й Сыромятнический	3/5		3							
5639	переулок Медовый	8									
26305	переулок Большой Балканский	13	2								
45590	улица Остоженка	41									
50072	улица Земляной Вал	34		3а							
15690, 1059910, 54625	переулок Орлово-Давыдовский	2/5	3								
1963	улица Арбат	20									
20326	улица Малая Семеновская	15/17	4								
21478	улица Костикова	3									
23100	улица Новая Басманная	14		3							
18090, 27414	улица Автозаводская	17	3								
2908, 1239720	улица Спартаковская	19		2							
5003, 54795	улица Гоголевский б	8		2							
5104	улица Угрешская	2		3							
9277	улица Ленинская Слобода	23		7							
22862	улица Ленинская Слобода	23		2							
25011	проезд Жуков	19		4							
26117	улица Садовническая	13		11							
26295	улица Угрешская	2		25							
28602	улица Ткацкая	11									
47367	улица Страстной б	13а									
52047	улица Шухова	13	2								
14796	улица Студенческая	28	1								
25380	переулок Колпачный	6		4							
3046	проспект Кутузовский	36		9							
6124	улица 3-я Тверская-Ямская	26									
22872, 28413	проспект Ленинский	42	3								
14963	улица Мытная	52									
27041	улица Авиамоторная	6		1							
27525	проспект Волгоградский	32	3								
27670	улица 5-я Ямского Поля	23	1								
45631	улица Старая Басманная	22	а	3							
46783	улица Серпуховский Вал	7		2							
2842	улица Маршала Василевского	13	1								
17699	переулок Старопименовский	4		2							
26638	улица Большая Семеновская	42		1							
29032	улица 2-я Машиностроения	7		1							
76362, 81340, 31847, 27265	переулок Пыжевский	7									
5702	улица Байкальская	11									
43724, 25144	улица 5-я Ямского Поля	23/25	2								
23578	улица Плеханова	17		7							
50425	улица Беговая	4									
1856	переулок Юрьевский	13а		1							
2912	улица Большая Садовая	3		1							
15530	набережная Бережковская	18									
35010	набережная Фрунзенская	48									
22884	набережная Смоленская	2									
45459	проспект Ленинский	24									
16906	улица Нижняя	14		2							
48341	проспект Ленинградский	27									
1397	проезд 1-й Хорошевский	10	2								
1056881, 42664	проспект Мира	70									
23606	улица Складочная	1		6							
51265	улица Маршала Бирюзова	21									
9931	улица Ленинская Слобода	23		3							
24353	шоссе Варшавское	10а									
50766	набережная Бережковская	20		28							
1379798, 27119	улица Народная	11		1							
72720, 79919, 47931	проспект Волгоградский	32	14								
23600	улица Садовая-Триумфальная	4/10									
48100	переулок Банный	6									
1467	улица Верейская	33									
1524	улица 3-я Песчаная	3									
22703	улица Петра Алексеева	12		23							
24244	проезд 4-й Верхний Михайловский	1									
25421	улица Лобачевского	108									
4657	улица Маршала Мерецкова	4									
4837	улица 6-я Кожуховская	3	2								
5299	проспект Зеленый	9									
37387, 72712, 25986	набережная Краснохолмская	11		1							
5383	улица Берзарина	10									
26649	улица 3-я Песчаная	5	1								
6144, 25603	улица Молодогвардейская	29	1								
71104, 58138, 50260	улица Дмитрия Ульянова	20	1								
1469	улица Вавилова	53	2								
2497	улица Толбухина	8	1								
2948	улица Бутырская	86б									
16773	улица Земляной Вал	3/1		6							
18443	улица Строителей	6	3								
44808	переулок 2-й Лихачевский	1		1							
1057614, 54712, 1056542, 17315	улица Расплетина	8	2								
1171686, 54920	улица Нижняя Первомайская	64									
37241, 37271, 36158, 1466723, 27537	проезд 4-й Верхний Михайловский	5									
13096	улица Кедрова	14	2								
21558	улица Малая Калужская	8									
26753	улица Коминтерна	11/7									
50100	улица Большая Черемушкинская	25	1								
2284	улица Ярославская	10	3								
3761	улица 3-я Мытищинская	9а		2							
25147	набережная Тараса Шевченко	5									
25192	улица Новоалексеевская	15									
28345	шоссе Варшавское	75	2								
29817	проезд 2-й Перова Поля	9		10							
48868	проспект Ленинский	72/2									
1268	улица Чаянова	18									
2208	улица 2-я Песчаная	6		3							
23571	проезд Шмитовский	34		7							
23944	улица Юлиуса Фучика	6									
26426	улица Зорге	20									
38195	улица Часовая	24/1									
47869	улица Мартеновская	7									
50688	улица Волжский б	38									
1243480, 1376227, 10937, 1242114	улица Шухова	18									
2491, 1375138	проспект Федеративный	9	1								
46843, 1058233	улица Академика Бочвара	15									
3948	улица Иловайская	20	2								
4765	проспект Вернадского	11/19									
5643	улица Первомайская	68									
9280	улица Фадеева	6		4							
47238	улица 2-я Институтская	6									
48101	улица Красноказарменная	9									
1058277, 33650	шоссе Ленинградское	38	2								
1171629, 3944, 1171965, 1220527	шоссе Ленинградское	15									
24166, 1375343	проезд Новохорошевский	18									
33298, 32088, 1259	шоссе Варшавское	2									
39478, 1057384, 1775	проспект Ленинский	86									
49150, 1060932	улица Черняховского	4а									
1591	улица Дурова	3/13									
4019	улица 2-я Кабельная	2		4							
4240	проезд Путевой	50									
4483	улица Габричевского	5	4								
5834	улица Буракова	17/2									
6140	улица Автомоторная	6									
9357	улица Василисы Кожиной	18									
19954	улица 1-я Ямского Поля	19		1							
23842	улица Казакова	18		1							
27277	улица Новохохловская	12		2							
28849	улица Газгольдерная	6а									
28952	улица 5-я Магистральная	14	2								
39152	улица Климашкина	8									
44697	проезд 3-й Марьиной рощи	41									
48965	переулок 1-й Пехотный	10									
10951, 1055875	улица Ольховская	17									
1239744, 23814, 1240558	проезд Электродный	14		1							
12902, 79915, 51509	переулок Стрельбищенский	18а									
1375355, 25540, 1375142	улица Академика Королева	28	3								
4223	улица Егорьевская	13									
5310	улица Лобачевского	106									
22374	набережная Краснохолмская	13		1							
26846	улица Нагатинская	28	2								
28711	проезд Новохорошевский	19	2								
84050	улица 8 Марта	6									
1055843, 1470	переулок Шелапутинский	1									
15697, 18623, 1450906, 1375611, 44750	улица Донская	24									
1594, 14859	улица 1905 года	5									
3004, 1220364	проспект Мира	108									
45007, 5762	улица Марии Ульяновой	11									
60513, 1542	шоссе Каширское	11	1								
6113, 31899	улица Кедрова	4	2								
1156	улица Полковая	3		6							
1560	набережная Карамышевская	22	1								
4036	шоссе Ленинградское	43а									
5203	проспект Кутузовский	8									
22607	проезд Сигнальный	37		11							
23992	улица Маломосковская	22		4							
25292	улица Нагорная	24	3								
25360	улица Бориса Галушкина	26									
27391	проезд 3-й Волоколамский	10	1								
27471	улица 1-я Стекольная	7		13							
28768	улица Марии Ульяновой	9	1								
42257	переулок Духовской	17		13							
50583	шоссе Дмитровское	42									
1224518, 1160	проезд 3-й Автозаводский	4									
17417, 1060894	проспект Федеративный	37									
37869, 1460, 1239227	улица Кравченко	12									
45022, 36184	улица 6-я Радиальная	62		1							
1175	проезд Окружной	15									
1222	шоссе Звенигородское	7									
1504	улица Куусинена	2	1								
4588	улица Вавилова	11		1							
18511	улица Электродная	2		20							
24217	проезд 2-й Кабельный	2а									
24352	улица 13-я Парковая	25	1								
24468	проспект Ленинградский	80	30а								
24638	улица Куусинена	12									
25185	улица Сергея Эйзенштейна	2									
25473	улица Дмитрия Ульянова	35		1							
25718	шоссе Дмитровское	51	1								
26990	улица Суворовская	17									
45119	улица Коминтерна	4									
45130	улица Усиевича	23									
48926	шоссе Открытое	26	1								
51252	шоссе Измайловское	15	2								
54957	улица Коминтерна	3	2								
2017	улица Литвина-Седого	13		4							
2534	улица Калибровская	31		5							
2918	улица Делегатская	5		1							
23863	улица Черноморский б	17	2								
24313	улица Климашкина	21									
24349	улица Черноморский б	13	1								
25642	улица Искры	11									
26577	улица Полтавская	35									
26701	улица Берзарина	34		16							
27949	улица Ангарская	21									
30746	улица Малая Семеновская	6									
52446	улица Заводская	16									
40933, 15868, 974	улица Большая Черемушкинская	13		1							
25178	улица Русаковская	9									
27175	проспект Федеративный	46	1								
35348	проспект Ленинский	54									
50289	улица Гарибальди	25	1								
50747	шоссе Варшавское	65	2								
1171716, 15683	улица Криворожская	6а		1							
79842, 31132, 1466887	улица Нагатинская	22	1								
2797	улица 1-я Брестская	13/14									
3898	улица Кронштадтский б	9		4							
6053	улица Зои и Александра Космодемьянских	9	1								
9740	проезд Береговой	4/6		1							
24341	проезд 1-й Нагатинский	13									
36680	проезд 5-й Донской	15		11							
1781	улица Кавказский б	51		3							
6037	шоссе Ленинградское	100									
15848	улица Гарибальди	14	1								
25084	улица Южнопортовая	34		1							
25329	улица Лобачевского	52									
25641	переулок Песчаный	14	1								
25892	шоссе Шелепихинское	11	2								
26802	проспект Мира	102		38							
27894	улица Жигулевская	5	3								
28190	шоссе Измайловское	13									
28630	проезд Иерусалимский	4									
28714	проспект Пролетарский	20	2								
81305, 36408, 24667	улица Нижегородская	32		5							
2496	улица Удальцова	10									
5647	проезд Добролюбова	8а		1							
23870	переулок Кулаков	17		1							
27222	улица Советской Армии	3									
1057657, 50301	улица Ивантеевская	25а									
14461	улица Гвардейская	14									
23678	улица 8 Марта	13									
24542	переулок Протопоповский	25	а								
28017	улица Енисейская	2									
28515	улица Зоологическая	30									
82236, 1056207, 30278, 9710, 4275, 82284, 82907	улица 2-я Карачаровская	1		1							
1270	переулок Языковский	2									
13816	улица 1-я Карачаровская	8		2							
28717	улица 8 Марта	7/5									
28794	улица 2-я Хуторская	19	1								
54643	улица Байкальская	47									
3633	улица Верхняя Сыромятническая	2									
6104	улица Авиационная	68									
22321	проезд Путевой	38									
23852	проспект Рязанский	82	1								
26965	улица 2-я Владимирская	37	1								
26968	улица Кронштадтский б	7а		1							
27389	проспект Рязанский	80	1								
27953	улица Малахитовая	23									
28704	улица Антонова-Овсеенко	6		1							
47923	улица Малая Грузинская	25		2							
80172, 34373	проспект Андропова	38									
3893	улица Черноморский б	12									
4641	шоссе Рублевское	5									
5991	улица Академика Арцимовича	13									
14184	улица Бирюсинка	4		19							
16388	улица Годовикова	9		29							
20024	улица Рябиновая	53		3							
28295	улица Новолесная	3	2								
29736	улица Фруктовая	7	2								
29874	улица Маршала Тухачевского	20	2								
45480	улица 12-я Парковая	7									
51123	улица Звездный б	19									
52627	улица Миклухо-Маклая	51	1								
1483712, 843	проспект Андропова	35									
24604, 1935, 16821	переулок Оболенский	9а									
22219	улица Пресненский Вал	24									
23366	улица Артюхиной	8/10									
1055932, 49960	улица Карьер	2		9							
2978, 1466688, 1469150	улица Академика Павлова	21	1								
2482	проспект Московский	4									
3243	улица Угрешская	2		74							
5117	улица Кантемировская	59		1							
45163	шоссе Загородное	5	2								
1058641, 1058886, 34449, 1067583	улица Большая Грузинская	14									
47917, 5311	проспект Кутузовский	32	1								
23601	улица Малая Калитниковская	7									
24845	проспект Нахимовский	11	2								
25753	шоссе Загородное	6	1								
27390	улица Малая Филевская	38									
34809	улица Артековская	2	1								
52131	шоссе Алтуфьевское	27а									
1456, 44437	шоссе Варшавское	170б		2							
33364, 15732	улица Деловая	18		1							
2860	улица Казакова	10									
24980	улица Рябиновая	55		29							
25099	проезд Серебрякова	3									
43655	улица Народного Ополчения	43	1								
1375422, 5357	улица Академика Волгина	4									
23234, 1512, 5460	улица Красноярская	17									
26621, 49600	улица Теплый Стан	11	1								
38744, 79726, 4422	улица Обручева	34/63		1							
4464, 74103	улица Большая Никитская	43									
852	шоссе Хорошевское	38	1								
1788	шоссе Волоколамское	56	1								
24416	проспект Измайловский	91	3								
25528	улица Медынская	14а									
27763	улица Таганская	25/27									
48232	улица Гамалеи	19	2								
19298, 5199	улица Новолесная	8/12									
32243, 1523665	улица Краснодонская	19	2								
826	площадь Спартаковская	16/15		15							
837	проезд 2-й Хорошевский	7		27							
17054	улица Касаткина	3а									
18658	улица Шумкина	вл26а									
21013	улица Кавказский б	51		15а							
23682	улица 2-я Энтузиастов	5	31								
28713	улица Кавказский б	51		15							
1056291, 27460, 1058507	улица Бутырская	15									
2542	шоссе Алтуфьевское	89а									
5693	улица Домодедовская	4									
24185	улица Вешняковская	17а									
26579	шоссе Волоколамское	45									
26620	улица Елецкая	10	1								
27386, 2871	улица Озерная	42		3							
9156	улица Энергетическая	5									
24169	улица Вольная	35		19							
46741	проспект Свободный	33									
50523	улица Подольских Курсантов	3		3							
1056212, 41535	улица Международная	15									
1057127, 17516	шоссе Щелковское	3		1							
29143, 1220433	улица 1 Мая	2									
5010	улица Маршала Бирюзова	1	14								
15776	шоссе Варшавское	125		5							
48425	улица Милашенкова	4а	1								
25393, 27305	улица Правды	6		1							
13369	улица Зубовский б	4		1							
17383	улица Просторная	7		2							
23613	проспект 60-летия Октября	10									
36267	улица Золоторожский Вал	4									
50119	улица Донецкая	19									
5347	улица Саянская	7	1								
28341	шоссе Каширское	22	3								
44789	улица Кунцевская	8	1								
30083, 23261, 11340, 38782	проспект Волгоградский	26а									
4605	проезд Востряковский	10б		7							
5742	улица Большая Спасская	8		1а							
1186	улица Петрозаводская	1									
5376	улица Сиреневый б	62а									
10334	улица 6-я Радиальная	7									
15524	тупик 2-й Магистральный	7а		1							
28700	улица Свободы	35		5							
40208	улица Ивана Сусанина	2		2							
45306	улица Нижегородская	70	2								
72517, 49663, 9016, 58109, 24629, 6091, 73758	шоссе Варшавское	127									
2532	улица Металлургов	29									
4074	улица 1-я Ямская	8									
9392	площадь Комсомольская	2									
19690	улица Елецкая	13									
28595	улица Никопольская	6		2							
35366	шоссе Энтузиастов	31		15							
1056836, 1058481, 1065044, 1057774, 1059033, 1245237, 3921, 1057318, 1058484	улица Марксистская	1	1								
1226542, 13678	улица Большая Новодмитровская	12		15							
13685, 34120, 1450426, 1380642	улица Шверника	17	3								
25105, 51680, 50499	шоссе Варшавское	26		4							
1153	улица Раменки	23									
1455	улица Борисовские Пруды	24/2									
5090	улица Зеленоградская	35	1								
5722	улица Мелитопольская	1	2	3							
14333	улица Раменки	8	2								
16794	улица 800-летия Москвы	22	1								
27591	улица Красного Маяка	16		3							
47458	проезд Донелайтиса	19									
54635	улица Кронштадтский б	7									
1467054, 1451022, 5060	проспект Свободный	21/2									
16259	улица Большая Черкизовская	22	7								
17885	улица Марксистская	3		7							
6275	улица Новаторов	15									
18325	улица Краснодонская	24									
23289	улица Костромская	14б									
23862	проезд Востряковский	10б		2							
1273	шоссе Волоколамское	90		12							
9350	улица Свободы	35		2							
22800	улица Новочеремушкинская	69									
26262	проезд 2-й Силикатный	9		3							
26272	улица Солдатская	3									
48490	улица Бакинская	17									
33881, 51009	улица Литовский б	15	1								
5525	улица Большая Филевская	23	1								
28611	улица Филевский б	10	3								
48136	набережная Рубцовская	3									
2268	улица Кировоградская	вл15а									
16230	улица Борисовские Пруды	1		1							
23022	улица Тверской б	13		1							
24640	проезд Бумажный	14		3							
24760	улица Пресненский Вал	27		24							
25188	шоссе Сколковское	32									
26259	улица Василисы Кожиной	19									
26922	улица Академика Королева	23		3							
27379	шоссе Рублевское	16	1								
28435	улица Нижегородская	32		16							
43543	улица Новомарьинская	4	1								
50434	улица Забелина	3		5							
55485	шоссе Можайское	168									
26254, 1484129, 1062666	шоссе Варшавское	31									
2660	улица Троицкая	9	1								
5994	улица Большая Косинская	27		17							
12515	шоссе Пятницкое	9									
24438	улица Профсоюзная	124									
25101	улица Бардина	4	3								
28312	проезд 3-й Хорошевский	8									
43089	улица Булатниковская	20		2							
48155	проезд Серебрякова	14		11							
48231	улица Бусиновская Горка	2		3							
4021	проезд Керамический	53	3								
5002	переулок Нижний Сусальный	5		9							
5782	проспект Волгоградский	45а									
23244	улица Кантемировская	3	3								
27989	улица Уржумская	4		31							
47803	улица Митинская	48									
48324	улица Привольная	1	1								
26020, 27775	проезд Новотушинский	10	1								
50735	переулок 1-й Волконский	13									
6001, 24317	улица Перерва	21									
2313	переулок Нововаганьковский	9		2							
23512	переулок Весковский	2									
24642	шоссе Волоколамское	97		24							
27714	улица 1-я Владимирская	34	3								
52847	улица Авиаконструктора Миля	1									
10005, 59628	улица Николоямская	54		1							
21616, 17028	улица Поречная	5/14									
27623, 1171876, 1484333, 1061425, 1063420, 18094, 1172501, 24039, 1483852, 6122	улица Долгоруковская	40									
45692, 37682	улица Академика Янгеля	3									
4665, 1450833	улица Генерала Кузнецова	13	3								
54527, 2552	улица Новомарьинская	12/12	1								
15916	площадь Тишинская	1		2							
29965	улица Строгинский б	2	1								
44601	улица Александра Солженицына	12		4							
46627	улица Авиаконструктора Миля	4	1								
55718	улица Жулебинский б	36	1								
3891	улица Борисовские Пруды	8	1								
11289	улица Удальцова	36									
19699	улица Привольная	73	1								
28055	улица Кастанаевская	9	1								
28272	проезд Черепановых	32									
42228	улица Дубнинская	3									
1680, 4125	улица Цветной б	24	1								
23946, 33960, 54087, 53068, 1060252	переулок Большой Головин	12	2								
27371, 1240572	улица Трубная	29		4							
